"Id
===
Id
===
int-c","名字
===
Name
===
string-c","描述
===
Desc
===
string-c","图像512
===
Icon512
===
string-c","图像256
===
Icon256
===
string-c","图像128
===
Icon128
===
string-c","图像64
===
Icon64
===
string-c","图像32
===
Icon32
===
string-c","模型主题文件
===
ModelBodyFile
===
string-c","模型网格文件
===
ModelMeshFile
===
string-c","材质文件0
===
MaterialFiles0
===
string-c","材质文件1
===
MaterialFiles1
===
string-c","材质文件2
===
MaterialFiles2
===
string-c","特效0.特效挂载点
===
Effects0.Point
===
string-c","特效0.特效文件
===
Effects0.File
===
string-c","特效1.特效挂载点
===
Effects1.Point
===
string-c","特效1.特效文件
===
Effects1.File
===
string-c","特效2.特效挂载点
===
Effects2.Point
===
string-c","特效2.特效文件
===
Effects2.File
===
string-c","缩放百分比
===
ScalePercent
===
float-c","模型长度
===
Lenght
===
float-c","模型宽度
===
Width
===
float-c","模型高度
===
Hight
===
float-c","动作ID
===
ActionId
===
int-c","移动半径
===
NavRange
===
float-c","碰撞半径
===
ColliderRange
===
float-c","碰撞高度
===
ColliderHight
===
float-c","被击音效0
===
BeHitSound0
===
int-c","被击音效1
===
BeHitSound1
===
int-c","被击音效2
===
BeHitSound2
===
int-c","被击音效3
===
BeHitSound3
===
int-c","行走音效
===
MoveSound
===
int-c"
10009,每日探索,,EveryTask_9,EveryTask_9,EveryTask_9,EveryTask_9,EveryTask_9,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10010,SSS评价,,EveryTask_10,EveryTask_10,EveryTask_10,EveryTask_10,EveryTask_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10011,星级奖励,,EveryTask_11,EveryTask_11,EveryTask_11,EveryTask_11,EveryTask_11,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10012,无伤通关,,EveryTask_12,EveryTask_12,EveryTask_12,EveryTask_12,EveryTask_12,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10013,钻石消耗,,EveryTask_13,EveryTask_13,EveryTask_13,EveryTask_13,EveryTask_13,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10014,VIP等级,,EveryTask_14,EveryTask_14,EveryTask_14,EveryTask_14,EveryTask_14,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10015,宝石镶嵌,,EveryTask_15,EveryTask_15,EveryTask_15,EveryTask_15,EveryTask_15,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10016,高级探索,,EveryTask_16,EveryTask_16,EveryTask_16,EveryTask_16,EveryTask_16,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10017,竞技场,,EveryTask_17,EveryTask_17,EveryTask_17,EveryTask_17,EveryTask_17,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10018,人物等级,,EveryTask_18,EveryTask_18,EveryTask_18,EveryTask_18,EveryTask_18,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10019,武将个数,,EveryTask_19,EveryTask_19,EveryTask_19,EveryTask_19,EveryTask_19,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10020,武将品质,,EveryTask_20,EveryTask_20,EveryTask_20,EveryTask_20,EveryTask_20,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10021,装备品质,,EveryTask_21,EveryTask_21,EveryTask_21,EveryTask_21,EveryTask_21,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10022,寻宝之旅,,EveryTask_22,EveryTask_22,EveryTask_22,EveryTask_22,EveryTask_22,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10023,主线任务,,EveryTask_23,EveryTask_23,EveryTask_23,EveryTask_23,EveryTask_23,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10024,支线任务,,EveryTask_24,EveryTask_24,EveryTask_24,EveryTask_24,EveryTask_24,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
#关卡图标,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,朝歌城外,,Stage_01_03,Stage_01_03,Stage_01_03,Stage_01_03,Stage_01_03,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20001,龙德殿,,Stage_01_02,Stage_01_02,Stage_01_02,Stage_01_02,Stage_01_02,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20002,蛮荒伊始,,Stage_BingYuan_02,Stage_BingYuan_03,Stage_BingYuan_04,Stage_BingYuan_05,Stage_BingYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20003,助纣为虐,,Stage_ShaMo_03,Stage_ShaMo_04,Stage_ShaMo_05,Stage_ShaMo_06,Stage_ShaMo_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20004,旗鼓相当,,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Stage_CaoYuan_07,Stage_CaoYuan_08,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20005,力挽狂澜,,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Stage_DiXiaCheng_08,Stage_DiXiaCheng_09,Stage_DiXiaCheng_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20006,倾尽天下,,Stage_ShaMo_09,Stage_ShaMo_10,Stage_ShaMo_11,Stage_ShaMo_12,Stage_ShaMo_13,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20007,盘蛇山脉,,Stage_CaoYuan_09,Stage_CaoYuan_10,Stage_CaoYuan_11,Stage_CaoYuan_12,Stage_CaoYuan_13,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20008,尊王攘夷,,Stage_ShaMo_14,Stage_ShaMo_15,Stage_ShaMo_16,Stage_ShaMo_17,Stage_ShaMo_18,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20009,纷争割据,,Stage_CaoYuan_02,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20010,当世名将,,Stage_01_01,Stage_01_01,Stage_01_01,Stage_01_01,Stage_01_01,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20011,希望之光,,Stage_01_02,Stage_01_02,Stage_01_02,Stage_01_02,Stage_01_02,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20012,一鸣惊人,,Stage_ShaMo_13,Stage_ShaMo_14,Stage_ShaMo_15,Stage_ShaMo_16,Stage_ShaMo_17,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20013,退避三舍,,Stage_DiXiaCheng_03,Stage_DiXiaCheng_03,Stage_DiXiaCheng_03,Stage_DiXiaCheng_03,Stage_DiXiaCheng_03,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20014,亲政加冕,,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20015,调兵遣将,,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Stage_DiXiaCheng_01,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20016,长平之战,,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Stage_CaoYuan_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20017,天下合纵,,Stage_BingYuan_06,Stage_BingYuan_07,Stage_BingYuan_08,Stage_BingYuan_09,Stage_BingYuan_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20018,龙城飞将,,Stage_DiXiaCheng_04,Stage_DiXiaCheng_05,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Stage_DiXiaCheng_08,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20019,各个击破,,Stage_ShaMo_08,Stage_ShaMo_09,Stage_ShaMo_10,Stage_ShaMo_11,Stage_ShaMo_12,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20020,一统中原,,Stage_CaoYuan_09,Stage_CaoYuan_10,Stage_CaoYuan_11,Stage_CaoYuan_12,Stage_CaoYuan_13,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20021,初现锋芒,,Stage_ShaMo_16,Stage_ShaMo_17,Stage_ShaMo_18,Stage_ShaMo_19,Stage_ShaMo_20,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20022,王陵深处,,Stage_BingYuan_03,Stage_BingYuan_04,Stage_BingYuan_05,Stage_BingYuan_06,Stage_BingYuan_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20023,力拔山兮,,Stage_CaoYuan_02,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20024,赴宴鸿门,,Stage_ShaMo_02,Stage_ShaMo_03,Stage_ShaMo_04,Stage_ShaMo_05,Stage_ShaMo_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20025,刘邦危难,,Stage_CaoYuan_05,Stage_CaoYuan_06,Stage_CaoYuan_07,Stage_CaoYuan_08,Stage_CaoYuan_09,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20026,垓下之战,,Stage_ShaMo_16,Stage_ShaMo_17,Stage_ShaMo_18,Stage_ShaMo_19,Stage_ShaMo_20,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20027,魂灭乌江,,Stage_DiXiaCheng_05,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Stage_DiXiaCheng_08,Stage_DiXiaCheng_09,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20028,合肥会战,,Stage_ShaMo_15,Stage_ShaMo_16,Stage_ShaMo_17,Stage_ShaMo_18,Stage_ShaMo_19,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
20029,夷陵之战,,Stage_DiXiaCheng_03,Stage_DiXiaCheng_04,Stage_DiXiaCheng_05,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25000,蛮荒伊始-精英,,Stage_BingYuan_02,Stage_BingYuan_03,Stage_BingYuan_04,Stage_BingYuan_05,Stage_BingYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25001,助纣为虐-精英,,Stage_ShaMo_09,Stage_ShaMo_10,Stage_ShaMo_11,Stage_ShaMo_12,Stage_ShaMo_13,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25002,旗鼓相当-精英,,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Stage_DiXiaCheng_08,Stage_DiXiaCheng_09,Stage_DiXiaCheng_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25003,力挽狂澜-精英,,Stage_CaoYuan_02,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25004,倾尽天下-精英,,Stage_ShaMo_01,Stage_ShaMo_01,Stage_ShaMo_01,Stage_ShaMo_01,Stage_ShaMo_01,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25005,盘蛇山脉-精英,,Stage_ShaMo_14,Stage_ShaMo_14,Stage_ShaMo_14,Stage_ShaMo_14,Stage_ShaMo_14,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25006,尊王攘夷-精英,,Stage_CaoYuan_02,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25007,纷争割据-精英,,Stage_ShaMo_13,Stage_ShaMo_14,Stage_ShaMo_15,Stage_ShaMo_16,Stage_ShaMo_17,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25008,当世名将-精英,,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Stage_CaoYuan_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25009,希望之光-精英,,Stage_BingYuan_06,Stage_BingYuan_07,Stage_BingYuan_08,Stage_BingYuan_09,Stage_BingYuan_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25010,一鸣惊人-精英,,Stage_CaoYuan_05,Stage_CaoYuan_06,Stage_CaoYuan_07,Stage_CaoYuan_08,Stage_CaoYuan_09,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25011,退避三舍-精英,,Stage_ShaMo_06,Stage_ShaMo_07,Stage_ShaMo_08,Stage_ShaMo_09,Stage_ShaMo_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25012,亲政加冕-精英,,Stage_BingYuan_03,Stage_BingYuan_04,Stage_BingYuan_05,Stage_BingYuan_06,Stage_BingYuan_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25013,调兵遣将-精英,,Stage_ShaMo_03,Stage_ShaMo_03,Stage_ShaMo_03,Stage_ShaMo_03,Stage_ShaMo_03,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25014,长平之战-精英,,Stage_ShaMo_07,Stage_ShaMo_07,Stage_ShaMo_07,Stage_ShaMo_07,Stage_ShaMo_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25015,天下合纵-精英,,Stage_ShaMo_11,Stage_ShaMo_11,Stage_ShaMo_11,Stage_ShaMo_11,Stage_ShaMo_11,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25016,龙城飞将-精英,,Stage_ShaMo_15,Stage_ShaMo_15,Stage_ShaMo_15,Stage_ShaMo_15,Stage_ShaMo_15,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25017,各个击破-精英,,Stage_01_01,Stage_01_01,Stage_01_01,Stage_01_01,Stage_01_01,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25018,一统中原-精英,,Stage_01_02,Stage_01_02,Stage_01_02,Stage_01_02,Stage_01_02,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25019,初现锋芒-精英,,Stage_CaoYuan_09,Stage_CaoYuan_10,Stage_CaoYuan_11,Stage_CaoYuan_12,Stage_CaoYuan_13,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25020,王陵深处-精英,,Stage_BingYuan_03,Stage_BingYuan_04,Stage_BingYuan_05,Stage_BingYuan_06,Stage_BingYuan_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25021,力拔山兮-精英,,Stage_CaoYuan_02,Stage_CaoYuan_03,Stage_CaoYuan_04,Stage_CaoYuan_05,Stage_CaoYuan_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25022,赴宴鸿门-精英,,Stage_ShaMo_02,Stage_ShaMo_03,Stage_ShaMo_04,Stage_ShaMo_05,Stage_ShaMo_06,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25023,刘邦危难-精英,,Stage_CaoYuan_05,Stage_CaoYuan_06,Stage_CaoYuan_07,Stage_CaoYuan_08,Stage_CaoYuan_09,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25024,垓下之战-精英,,Stage_ShaMo_16,Stage_ShaMo_17,Stage_ShaMo_18,Stage_ShaMo_19,Stage_ShaMo_20,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25025,魂灭乌江-精英,,Stage_DiXiaCheng_05,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Stage_DiXiaCheng_08,Stage_DiXiaCheng_09,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25026,合肥会战-精英,,Stage_ShaMo_15,Stage_ShaMo_16,Stage_ShaMo_17,Stage_ShaMo_18,Stage_ShaMo_19,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
25027,夷陵之战-精英,,Stage_DiXiaCheng_03,Stage_DiXiaCheng_04,Stage_DiXiaCheng_05,Stage_DiXiaCheng_06,Stage_DiXiaCheng_07,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
#子弹类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50001,,,,,,,,Effect_FZD_Feng_dianguang,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50002,,,,,,,,Effect_FZD_Feng_dianqiu,,,,,,,,,,,1,1,1,1,-1,0,2,10,-1,-1,-1,-1,-1
50003,,,,,,,,Effect_FZD_Feng_fengren,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50004,,,,,,,,Effect_FZD_Feng_luolei,,,,,,,,,,,0.6,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50005,,,,,,,,Effect_FZD_Huo_dahuodan,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50006,,,,,,,,Effect_FZD_Huo_huodan,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50007,,,,,,,,Effect_FZD_Huo_huoqiu,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50008,,,,,,,,Effect_FZD_Huo_huoren,,,,,,,,,,,1,1,1,1,-1,0,3,10,-1,-1,-1,-1,-1
50009,,,,,,,,Effect_FZD_S_bingjian,,,,,,,,,,,1,1,1,1,-1,0,0.7,10,-1,-1,-1,-1,-1
50010,,,,,,,,Effect_FZD_S_bingjian02,,,,,,,,,,,1,1,1,1,-1,0,0.7,10,-1,-1,-1,-1,-1
50011,,,,,,,,Effect_FZD_S_dajianren,,,,,,,,,,,1,1,1,1,-1,0,3,10,-1,-1,-1,-1,-1
50012,,,,,,,,Effect_FZD_S_dajianshi,,,,,,,,,,,1,1,1,1,-1,0,0.7,10,-1,-1,-1,-1,-1
50013,,,,,,,,Effect_FZD_S_fenghuang,,,,,,,,,,,1,1,1,1,-1,0,0.7,10,-1,-1,-1,-1,-1
50014,,,,,,,,Effect_FZD_S_huojian,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50015,,,,,,,,Effect_FZD_S_huojian02,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50016,,,,,,,,Effect_FZD_S_jianren_01,,,,,,,,,,,1,1,1,1,-1,0,2,10,-1,-1,-1,-1,-1
50017,,,,,,,,Effect_FZD_S_jianren_02,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50018,,,,,,,,Effect_FZD_S_jianshi,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50019,,,,,,,,Effect_FZD_Tu_feishi,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50020,,,,,,,,Effect_ZD_Bing_bingci,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50021,,,,,,,,Effect_ZD_Bing_binghuan,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50022,,,,,,,,Effect_ZD_Bing_bingyu,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50023,,,,,,,,Effect_ZD_Bing_dabingzhui,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50024,,,,,,,,Effect_ZD_buff,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50025,,,,,,,,Effect_ZD_Feng_daluolei,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50026,,,,,,,,Effect_ZD_Feng_leiqiu,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50027,,,,,,,,Effect_ZD_Feng_longjuanfeng,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50028,,,,,,,,Effect_ZD_Feng_qunlei,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50029,,,,,,,,Effect_ZD_Feng_xiaoxuanfeng,,,,,,,,,,,2,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50030,,,,,,,,Effect_ZD_Huo_dabaozha,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50031,,,,,,,,Effect_ZD_Huo_dahuoqiu,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50032,,,,,,,,Effect_ZD_Huo_dihuo,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50033,,,,,,,,Effect_ZD_Huo_huoyanpenfa,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50034,,,,,,,,Effect_ZD_Huo_huoyu,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50035,,,,,,,,Effect_ZD_Huo_xiaobaozha,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50036,,,,,,,,Effect_ZD_S_jianyu,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50037,,,,,,,,Effect_ZD_Tu_bengdi,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50038,,,,,,,,Effect_ZD_Tu_dushuitan,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50039,,,,,,,,Effect_ZD_Tu_liusha,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50040,,,,,,,,Effect_ZD_Tu_luoshi,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50041,,,,,,,,Effect_FZD_Feng_dianguang,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
50042,,,,,,,,Effect_FZD_Huo_dahuodan,,,,,,,,,,,1,1,1,1,-1,0,1,10,-1,-1,-1,-1,-1
